Starting Simulation...
num_nodes is set 160
channel.cc:sendUp - Calc highestAntennaZ_ and distCST_
highestAntennaZ_ = 1.5,  distCST_ = 250.0
1) 119 receive (0) a RREP MaxSQ=1002, REC=501 ; MOY=1002 accepted 
6) 66 receive (29) a RREP MaxSQ=240119, REC=14 ; MOY=40019 accepted 
2) 120 receive (28) a RREP MaxSQ=57, REC=14 ; MOY=28 accepted 
2) 1 receive (28) a RREP MaxSQ=57, REC=14 ; MOY=28 accepted 
3) 29 receive (0) a RREP MaxSQ=134074, REC=67001 ; MOY=44691 refused 
3) 77 receive (22) a RREP MaxSQ=115, REC=14 ; MOY=38 accepted 
8) 40 receive (28) a RREP MaxSQ=122352, REC=15 ; MOY=15294 accepted 
1) 66 receive (29) a RREP MaxSQ=30, REC=15 ; MOY=30 accepted 
12) 108 receive (26) a RREP MaxSQ=87376, REC=14 ; MOY=7281 accepted 
2) 66 receive (30) a RREP MaxSQ=59, REC=14 ; MOY=29 accepted 
3) 66 receive (30) a RREP MaxSQ=88, REC=14 ; MOY=29 accepted 
1) 76 receive (22) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
4) 80 receive (26) a RREP MaxSQ=113, REC=14 ; MOY=28 accepted 
5) 138 receive (20) a RREP MaxSQ=238, REC=14 ; MOY=47 accepted 
3) 94 receive (0) a RREP MaxSQ=133069, REC=14 ; MOY=44356 accepted 
2) 76 receive (29) a RREP MaxSQ=59, REC=15 ; MOY=29 accepted 
4) 94 receive (133002) a RREP MaxSQ=268071, REC=67501 ; MOY=67017 refused 
3) 76 receive (30) a RREP MaxSQ=81, REC=11 ; MOY=27 accepted 
1) 94 receive (29) a RREP MaxSQ=29, REC=14 ; MOY=29 accepted 
6) 138 receive (28) a RREP MaxSQ=267, REC=14 ; MOY=44 accepted 
4) 76 receive (30) a RREP MaxSQ=110, REC=14 ; MOY=27 accepted 
5) 76 receive (30) a RREP MaxSQ=139, REC=14 ; MOY=27 accepted 
6) 76 receive (30) a RREP MaxSQ=167, REC=14 ; MOY=27 accepted 
7) 76 receive (30) a RREP MaxSQ=196, REC=14 ; MOY=28 accepted 
4) 103 receive (22) a RREP MaxSQ=96, REC=15 ; MOY=24 accepted 
13) 108 receive (29) a RREP MaxSQ=87408, REC=16 ; MOY=6723 accepted 
2) 116 receive (0) a RREP MaxSQ=46, REC=15 ; MOY=23 accepted 
8) 122 receive (23) a RREP MaxSQ=276, REC=15 ; MOY=34 accepted 
14) 108 receive (32) a RREP MaxSQ=87438, REC=15 ; MOY=6245 accepted 
3) 116 receive (30) a RREP MaxSQ=75, REC=14 ; MOY=25 accepted 
4) 116 receive (17) a RREP MaxSQ=91, REC=8 ; MOY=22 accepted 
2) 154 receive (14) a RREP MaxSQ=101, REC=15 ; MOY=50 accepted 
5) 116 receive (17) a RREP MaxSQ=107, REC=8 ; MOY=21 accepted 
1) 1 receive (30) a RREP MaxSQ=30, REC=15 ; MOY=30 accepted 
10) 121 receive (28) a RREP MaxSQ=369, REC=16 ; MOY=36 accepted 
5) 47 receive (0) a RREP MaxSQ=200, REC=16 ; MOY=40 accepted 
1) 60 receive (0) a RREP MaxSQ=33, REC=16 ; MOY=33 accepted 
3) 6 receive (29) a RREP MaxSQ=90, REC=16 ; MOY=30 accepted 
11) 146 receive (23) a RREP MaxSQ=360, REC=16 ; MOY=32 accepted 
2) 1 receive (30) a RREP MaxSQ=63, REC=16 ; MOY=31 accepted 
12) 146 receive (33) a RREP MaxSQ=390, REC=15 ; MOY=32 accepted 
4) 6 receive (110003) a RREP MaxSQ=137092, REC=68501 ; MOY=34273 refused 
4) 110 receive (21) a RREP MaxSQ=144, REC=15 ; MOY=36 accepted 
13) 146 receive (33) a RREP MaxSQ=420, REC=15 ; MOY=32 accepted 
6) 116 receive (30) a RREP MaxSQ=137, REC=15 ; MOY=22 accepted 
5) 110 receive (30) a RREP MaxSQ=174, REC=15 ; MOY=34 accepted 
10) 23 receive (130002) a RREP MaxSQ=521230, REC=69001 ; MOY=52123 refused 
1) 6 receive (0) a RREP MaxSQ=139002, REC=69501 ; MOY=139002 accepted 
2) 132 receive (0) a RREP MaxSQ=109, REC=21 ; MOY=54 accepted 
5) 24 receive (38) a RREP MaxSQ=134, REC=21 ; MOY=26 accepted 
7) 116 receive (0) a RREP MaxSQ=139139, REC=69501 ; MOY=19877 refused 
1) 23 receive (130002) a RREP MaxSQ=140002, REC=70001 ; MOY=140002 accepted 
1) 2 receive (130002) a RREP MaxSQ=140002, REC=70001 ; MOY=140002 accepted 
2) 94 receive (0) a RREP MaxSQ=141031, REC=70501 ; MOY=70515 accepted 
2) 136 receive (71) a RREP MaxSQ=145, REC=37 ; MOY=72 accepted 
6) 81 receive (32) a RREP MaxSQ=179, REC=21 ; MOY=29 accepted 
3) 136 receive (0) a RREP MaxSQ=182, REC=18 ; MOY=60 accepted 
3) 1 receive (39) a RREP MaxSQ=100, REC=18 ; MOY=33 accepted 
2) 6 receive (139002) a RREP MaxSQ=280004, REC=70501 ; MOY=140002 accepted 
5) 80 receive (34) a RREP MaxSQ=156, REC=21 ; MOY=31 accepted 
4) 136 receive (0) a RREP MaxSQ=204, REC=11 ; MOY=51 accepted 
15) 108 receive (30) a RREP MaxSQ=87480, REC=21 ; MOY=5832 accepted 
7) 50 receive (14) a RREP MaxSQ=153, REC=11 ; MOY=21 accepted 
7) 81 receive (0) a RREP MaxSQ=141181, REC=70501 ; MOY=20168 refused 
1) 81 receive (42) a RREP MaxSQ=43, REC=21 ; MOY=43 accepted 
16) 108 receive (42) a RREP MaxSQ=87523, REC=21 ; MOY=5470 accepted 
6) 80 receive (29) a RREP MaxSQ=178, REC=11 ; MOY=29 accepted 
18) 84 receive (38) a RREP MaxSQ=713, REC=21 ; MOY=39 accepted 
1) 42 receive (0) a RREP MaxSQ=43, REC=21 ; MOY=43 accepted 
2) 23 receive (41) a RREP MaxSQ=140045, REC=21 ; MOY=70022 accepted 
2) 2 receive (41) a RREP MaxSQ=140045, REC=21 ; MOY=70022 accepted 
3) 6 receive (141002) a RREP MaxSQ=422006, REC=71001 ; MOY=140668 accepted 
9) 99 receive (0) a RREP MaxSQ=142227, REC=71001 ; MOY=15803 refused 
1) 130 receive (0) a RREP MaxSQ=75, REC=37 ; MOY=75 accepted 
2) 42 receive (0) a RREP MaxSQ=143045, REC=71501 ; MOY=71522 accepted 
7) 138 receive (0) a RREP MaxSQ=143269, REC=71501 ; MOY=20467 refused 
9) 40 receive (30) a RREP MaxSQ=122387, REC=17 ; MOY=13598 accepted 
5) 103 receive (30) a RREP MaxSQ=131, REC=17 ; MOY=26 accepted 
3) 92 receive (0) a RREP MaxSQ=106061, REC=17 ; MOY=35353 accepted 
1) 1 receive (34) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
3) 94 receive (141002) a RREP MaxSQ=285033, REC=72001 ; MOY=95011 accepted 
1) 7 receive (11) a RREP MaxSQ=76, REC=38 ; MOY=76 accepted 
2) 130 receive (0) a RREP MaxSQ=99, REC=12 ; MOY=49 accepted 
1) 111 receive (0) a RREP MaxSQ=76, REC=38 ; MOY=76 accepted 
4) 94 receive (60) a RREP MaxSQ=285109, REC=38 ; MOY=71277 accepted 
9) 122 receive (68) a RREP MaxSQ=351, REC=37 ; MOY=39 accepted 
3) 54 receive (71) a RREP MaxSQ=166, REC=37 ; MOY=55 accepted 
3) 27 receive (68) a RREP MaxSQ=210, REC=37 ; MOY=70 accepted 
1) 4 receive (72) a RREP MaxSQ=75, REC=37 ; MOY=75 accepted 
1) 29 receive (0) a RREP MaxSQ=145002, REC=72501 ; MOY=145002 accepted 
1) 116 receive (30) a RREP MaxSQ=35, REC=17 ; MOY=35 accepted 
1) 40 receive (0) a RREP MaxSQ=145002, REC=72501 ; MOY=145002 accepted 
2) 81 receive (0) a RREP MaxSQ=78, REC=17 ; MOY=39 accepted 
17) 108 receive (32) a RREP MaxSQ=87558, REC=17 ; MOY=5150 accepted 
2) 40 receive (35) a RREP MaxSQ=145037, REC=17 ; MOY=72518 accepted 
18) 108 receive (35) a RREP MaxSQ=87593, REC=17 ; MOY=4866 accepted 
3) 81 receive (35) a RREP MaxSQ=113, REC=17 ; MOY=37 accepted 
19) 108 receive (35) a RREP MaxSQ=87628, REC=17 ; MOY=4612 accepted 
1) 127 receive (0) a RREP MaxSQ=76, REC=38 ; MOY=76 accepted 
3) 120 receive (68) a RREP MaxSQ=133, REC=38 ; MOY=44 accepted 
2) 127 receive (76) a RREP MaxSQ=153, REC=38 ; MOY=76 accepted 
1) 153 receive (0) a RREP MaxSQ=76, REC=38 ; MOY=76 accepted 
2) 153 receive (76) a RREP MaxSQ=153, REC=38 ; MOY=76 accepted 
3) 15 receive (68) a RREP MaxSQ=211, REC=38 ; MOY=70 accepted 
4) 15 receive (76) a RREP MaxSQ=288, REC=38 ; MOY=72 accepted 
4) 27 receive (76) a RREP MaxSQ=286, REC=38 ; MOY=71 accepted 
5) 136 receive (74) a RREP MaxSQ=280, REC=38 ; MOY=56 accepted 
1) 4 receive (76) a RREP MaxSQ=76, REC=38 ; MOY=76 accepted 
5) 117 receive (0) a RREP MaxSQ=146144, REC=73001 ; MOY=29228 refused 
3) 153 receive (77) a RREP MaxSQ=229, REC=38 ; MOY=76 accepted 
3) 83 receive (68) a RREP MaxSQ=156, REC=38 ; MOY=52 accepted 
20) 108 receive (68) a RREP MaxSQ=87704, REC=38 ; MOY=4385 accepted 
5) 27 receive (76) a RREP MaxSQ=363, REC=38 ; MOY=72 accepted 
2) 62 receive (65) a RREP MaxSQ=140, REC=38 ; MOY=70 accepted 
6) 19 receive (65) a RREP MaxSQ=348, REC=38 ; MOY=58 accepted 
2) 4 receive (76) a RREP MaxSQ=153, REC=38 ; MOY=76 accepted 
3) 34 receive (70) a RREP MaxSQ=212, REC=38 ; MOY=70 accepted 
3) 4 receive (77) a RREP MaxSQ=229, REC=38 ; MOY=76 accepted 
5) 15 receive (0) a RREP MaxSQ=318, REC=15 ; MOY=63 accepted 
1) 155 receive (0) a RREP MaxSQ=30, REC=15 ; MOY=30 accepted 
2) 1 receive (36) a RREP MaxSQ=65, REC=15 ; MOY=32 accepted 
21) 108 receive (36) a RREP MaxSQ=87741, REC=18 ; MOY=4178 accepted 
4) 83 receive (14) a RREP MaxSQ=193, REC=18 ; MOY=48 accepted 
14) 146 receive (34) a RREP MaxSQ=457, REC=18 ; MOY=32 accepted 
1) 1 receive (36) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
15) 146 receive (110003) a RREP MaxSQ=147459, REC=73501 ; MOY=9830 refused 
3) 23 receive (140002) a RREP MaxSQ=288047, REC=74001 ; MOY=96015 accepted 
1) 2 receive (140002) a RREP MaxSQ=148002, REC=74001 ; MOY=148002 accepted 
4) 92 receive (25) a RREP MaxSQ=106106, REC=22 ; MOY=26526 accepted 
8) 76 receive (0) a RREP MaxSQ=241, REC=22 ; MOY=30 accepted 
6) 47 receive (0) a RREP MaxSQ=245, REC=22 ; MOY=40 accepted 
2) 29 receive (38) a RREP MaxSQ=145047, REC=22 ; MOY=72523 accepted 
4) 23 receive (44) a RREP MaxSQ=288092, REC=22 ; MOY=72023 accepted 
2) 2 receive (44) a RREP MaxSQ=148047, REC=22 ; MOY=74023 accepted 
9) 118 receive (42) a RREP MaxSQ=300, REC=22 ; MOY=33 accepted 
2) 17 receive (0) a RREP MaxSQ=149040, REC=74501 ; MOY=74520 accepted 
1) 3 receive (43) a RREP MaxSQ=45, REC=22 ; MOY=45 accepted 
2) 60 receive (0) a RREP MaxSQ=149035, REC=74501 ; MOY=74517 accepted 
10) 118 receive (0) a RREP MaxSQ=149302, REC=74501 ; MOY=14930 refused 
2) 3 receive (45) a RREP MaxSQ=89, REC=22 ; MOY=44 accepted 
1) 40 receive (35) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
4) 6 receive (110003) a RREP MaxSQ=572008, REC=75001 ; MOY=143002 accepted 
2) 151 receive (0) a RREP MaxSQ=53, REC=18 ; MOY=26 accepted 
4) 66 receive (124002) a RREP MaxSQ=150090, REC=75001 ; MOY=37522 refused 
2) 116 receive (36) a RREP MaxSQ=72, REC=18 ; MOY=36 accepted 
1) 66 receive (30) a RREP MaxSQ=37, REC=18 ; MOY=37 accepted 
2) 40 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
5) 6 receive (34) a RREP MaxSQ=572045, REC=18 ; MOY=114409 accepted 
2) 66 receive (37) a RREP MaxSQ=74, REC=18 ; MOY=37 accepted 
3) 40 receive (37) a RREP MaxSQ=111, REC=18 ; MOY=37 accepted 
3) 17 receive (0) a RREP MaxSQ=300042, REC=75501 ; MOY=100014 accepted 
1) 2 receive (148002) a RREP MaxSQ=151002, REC=75501 ; MOY=151002 accepted 
5) 92 receive (45) a RREP MaxSQ=106153, REC=23 ; MOY=21230 accepted 
9) 76 receive (45) a RREP MaxSQ=288, REC=23 ; MOY=32 accepted 
1) 138 receive (24) a RREP MaxSQ=47, REC=23 ; MOY=47 accepted 
3) 29 receive (45) a RREP MaxSQ=145094, REC=23 ; MOY=48364 accepted 
4) 17 receive (39) a RREP MaxSQ=300089, REC=23 ; MOY=75022 accepted 
2) 2 receive (46) a RREP MaxSQ=151049, REC=23 ; MOY=75524 accepted 
22) 108 receive (37) a RREP MaxSQ=87780, REC=19 ; MOY=3990 accepted 
3) 66 receive (38) a RREP MaxSQ=113, REC=19 ; MOY=37 accepted 
4) 66 receive (39) a RREP MaxSQ=150, REC=18 ; MOY=37 accepted 
3) 98 receive (0) a RREP MaxSQ=115, REC=19 ; MOY=38 accepted 
2) 157 receive (0) a RREP MaxSQ=63, REC=19 ; MOY=31 accepted 
1) 1 receive (38) a RREP MaxSQ=39, REC=19 ; MOY=39 accepted 
6) 136 receive (76) a RREP MaxSQ=359, REC=39 ; MOY=59 accepted 
3) 154 receive (71) a RREP MaxSQ=180, REC=39 ; MOY=60 accepted 
4) 98 receive (0) a RREP MaxSQ=153117, REC=76501 ; MOY=38279 refused 
3) 116 receive (17) a RREP MaxSQ=151, REC=39 ; MOY=50 accepted 
4) 54 receive (75) a RREP MaxSQ=245, REC=39 ; MOY=61 accepted 
1) 4 receive (78) a RREP MaxSQ=79, REC=39 ; MOY=79 accepted 
23) 108 receive (39) a RREP MaxSQ=87821, REC=20 ; MOY=3818 accepted 
5) 66 receive (39) a RREP MaxSQ=191, REC=20 ; MOY=38 accepted 
8) 148 receive (0) a RREP MaxSQ=266, REC=20 ; MOY=33 accepted 
3) 157 receive (40) a RREP MaxSQ=104, REC=20 ; MOY=34 accepted 
1) 1 receive (40) a RREP MaxSQ=41, REC=20 ; MOY=41 accepted 
2) 1 receive (69) a RREP MaxSQ=122, REC=40 ; MOY=61 accepted 
6) 110 receive (68) a RREP MaxSQ=255, REC=40 ; MOY=42 accepted 
4) 34 receive (76) a RREP MaxSQ=293, REC=40 ; MOY=73 accepted 
4) 157 receive (0) a RREP MaxSQ=155106, REC=77501 ; MOY=38776 refused 
1) 4 receive (80) a RREP MaxSQ=81, REC=40 ; MOY=81 accepted 
1) 157 receive (0) a RREP MaxSQ=156002, REC=78001 ; MOY=156002 accepted 
1) 1 receive (110003) a RREP MaxSQ=156002, REC=78001 ; MOY=156002 accepted 
24) 108 receive (41) a RREP MaxSQ=87864, REC=21 ; MOY=3661 accepted 
6) 6 receive (38) a RREP MaxSQ=572088, REC=21 ; MOY=95348 accepted 
6) 92 receive (36) a RREP MaxSQ=106196, REC=21 ; MOY=17699 accepted 
2) 1 receive (42) a RREP MaxSQ=156045, REC=21 ; MOY=78022 accepted 
14) 107 receive (0) a RREP MaxSQ=157555, REC=78501 ; MOY=11253 refused 
3) 1 receive (81) a RREP MaxSQ=156129, REC=42 ; MOY=52043 accepted 
18) 74 receive (40) a RREP MaxSQ=437, REC=42 ; MOY=24 refused 
2) 157 receive (0) a RREP MaxSQ=314004, REC=79001 ; MOY=157002 accepted 
4) 1 receive (0) a RREP MaxSQ=314131, REC=79001 ; MOY=78532 refused 
4) 154 receive (79) a RREP MaxSQ=264, REC=42 ; MOY=66 accepted 
5) 54 receive (80) a RREP MaxSQ=329, REC=42 ; MOY=65 accepted 
1) 107 receive (0) a RREP MaxSQ=160002, REC=80001 ; MOY=160002 accepted 
3) 132 receive (68) a RREP MaxSQ=193, REC=42 ; MOY=64 accepted 
2) 107 receive (70) a RREP MaxSQ=160070, REC=34 ; MOY=80035 accepted 
8) 50 receive (40) a RREP MaxSQ=239, REC=43 ; MOY=29 refused 
6) 103 receive (68) a RREP MaxSQ=215, REC=42 ; MOY=35 refused 
4) 10 receive (0) a RREP MaxSQ=160058, REC=80001 ; MOY=40014 refused 
1) 103 receive (68) a RREP MaxSQ=84, REC=42 ; MOY=84 accepted 
5) 34 receive (82) a RREP MaxSQ=377, REC=42 ; MOY=75 accepted 
1) 4 receive (82) a RREP MaxSQ=84, REC=42 ; MOY=84 accepted 
3) 126 receive (0) a RREP MaxSQ=161086, REC=80501 ; MOY=53695 refused 
1) 146 receive (41) a RREP MaxSQ=49, REC=24 ; MOY=49 accepted 
4) 97 receive (0) a RREP MaxSQ=189, REC=24 ; MOY=47 accepted 
1) 126 receive (0) a RREP MaxSQ=49, REC=24 ; MOY=49 accepted 
5) 17 receive (48) a RREP MaxSQ=300138, REC=24 ; MOY=60027 accepted 
5) 86 receive (0) a RREP MaxSQ=203, REC=24 ; MOY=40 accepted 
1) 2 receive (48) a RREP MaxSQ=49, REC=24 ; MOY=49 accepted 
2) 103 receive (36) a RREP MaxSQ=129, REC=22 ; MOY=64 accepted 
5) 83 receive (38) a RREP MaxSQ=238, REC=22 ; MOY=47 accepted 
7) 92 receive (43) a RREP MaxSQ=106241, REC=22 ; MOY=15177 accepted 
1) 1 receive (44) a RREP MaxSQ=45, REC=22 ; MOY=45 accepted 
1) 98 receive (0) a RREP MaxSQ=162002, REC=81001 ; MOY=162002 accepted 
8) 92 receive (106003) a RREP MaxSQ=268243, REC=81001 ; MOY=33530 refused 
2) 146 receive (0) a RREP MaxSQ=163051, REC=81501 ; MOY=81525 accepted 
6) 24 receive (0) a RREP MaxSQ=163136, REC=81501 ; MOY=27189 refused 
3) 146 receive (68) a RREP MaxSQ=163139, REC=44 ; MOY=54379 accepted 
6) 83 receive (77) a RREP MaxSQ=326, REC=44 ; MOY=54 accepted 
3) 103 receive (84) a RREP MaxSQ=217, REC=44 ; MOY=72 accepted 
9) 148 receive (0) a RREP MaxSQ=164268, REC=82001 ; MOY=18252 refused 
1) 4 receive (85) a RREP MaxSQ=88, REC=44 ; MOY=88 accepted 
4) 77 receive (0) a RREP MaxSQ=165117, REC=82501 ; MOY=41279 refused 
4) 146 receive (49) a RREP MaxSQ=163190, REC=25 ; MOY=40797 accepted 
5) 23 receive (46) a RREP MaxSQ=288143, REC=25 ; MOY=57628 accepted 
6) 23 receive (0) a RREP MaxSQ=288172, REC=14 ; MOY=48028 accepted 
1) 77 receive (0) a RREP MaxSQ=51, REC=25 ; MOY=51 accepted 
4) 29 receive (48) a RREP MaxSQ=145145, REC=25 ; MOY=36286 accepted 
6) 17 receive (50) a RREP MaxSQ=300189, REC=25 ; MOY=50031 accepted 
6) 86 receive (50) a RREP MaxSQ=254, REC=25 ; MOY=42 accepted 
1) 2 receive (50) a RREP MaxSQ=51, REC=25 ; MOY=51 accepted 
2) 1 receive (84) a RREP MaxSQ=134, REC=44 ; MOY=67 accepted 
6) 34 receive (84) a RREP MaxSQ=465, REC=44 ; MOY=77 accepted 
1) 146 receive (88) a RREP MaxSQ=88, REC=44 ; MOY=88 accepted 
1) 24 receive (17) a RREP MaxSQ=88, REC=44 ; MOY=88 accepted 
2) 24 receive (88) a RREP MaxSQ=176, REC=44 ; MOY=88 accepted 
2) 146 receive (88) a RREP MaxSQ=176, REC=44 ; MOY=88 accepted 
3) 146 receive (88) a RREP MaxSQ=264, REC=44 ; MOY=88 accepted 
4) 146 receive (88) a RREP MaxSQ=353, REC=44 ; MOY=88 accepted 
5) 146 receive (163002) a RREP MaxSQ=166355, REC=83001 ; MOY=33271 refused 
1) 146 receive (110003) a RREP MaxSQ=167002, REC=83501 ; MOY=167002 accepted 
1) 1 receive (156003) a RREP MaxSQ=167002, REC=83501 ; MOY=167002 accepted 
1) 50 receive (40) a RREP MaxSQ=90, REC=45 ; MOY=90 accepted 
7) 52 receive (0) a RREP MaxSQ=5135, REC=23 ; MOY=733 accepted 
3) 151 receive (17) a RREP MaxSQ=142, REC=44 ; MOY=47 accepted 
7) 34 receive (88) a RREP MaxSQ=554, REC=44 ; MOY=79 accepted 
1) 4 receive (89) a RREP MaxSQ=89, REC=44 ; MOY=89 accepted 
3) 107 receive (160002) a RREP MaxSQ=328072, REC=84001 ; MOY=109357 accepted 
4) 116 receive (0) a RREP MaxSQ=168153, REC=84001 ; MOY=42038 refused 
4) 103 receive (45) a RREP MaxSQ=265, REC=24 ; MOY=66 accepted 
6) 54 receive (21) a RREP MaxSQ=377, REC=24 ; MOY=62 accepted 
5) 154 receive (31) a RREP MaxSQ=312, REC=24 ; MOY=62 accepted 
1) 1 receive (46) a RREP MaxSQ=48, REC=24 ; MOY=48 accepted 
2) 126 receive (50) a RREP MaxSQ=100, REC=25 ; MOY=50 accepted 
1) 23 receive (51) a RREP MaxSQ=51, REC=25 ; MOY=51 accepted 
2) 23 receive (51) a RREP MaxSQ=102, REC=25 ; MOY=51 accepted 
4) 153 receive (0) a RREP MaxSQ=281, REC=26 ; MOY=70 accepted 
3) 126 receive (51) a RREP MaxSQ=151, REC=25 ; MOY=50 accepted 
3) 157 receive (25) a RREP MaxSQ=314056, REC=26 ; MOY=104685 accepted 
4) 157 receive (0) a RREP MaxSQ=314130, REC=37 ; MOY=78532 accepted 
5) 157 receive (74) a RREP MaxSQ=314180, REC=25 ; MOY=62836 accepted 
1) 143 receive (0) a RREP MaxSQ=52, REC=26 ; MOY=52 accepted 
3) 23 receive (51) a RREP MaxSQ=154, REC=26 ; MOY=51 accepted 
6) 157 receive (52) a RREP MaxSQ=314203, REC=11 ; MOY=52367 accepted 
2) 146 receive (167002) a RREP MaxSQ=336004, REC=84501 ; MOY=168002 accepted 
4) 23 receive (148003) a RREP MaxSQ=170156, REC=85001 ; MOY=42539 refused 
2) 1 receive (167002) a RREP MaxSQ=169050, REC=84501 ; MOY=84525 accepted 
3) 127 receive (78) a RREP MaxSQ=227, REC=37 ; MOY=75 accepted 
25) 108 receive (43) a RREP MaxSQ=87914, REC=25 ; MOY=3516 accepted 
10) 76 receive (38) a RREP MaxSQ=338, REC=25 ; MOY=33 accepted 
4) 151 receive (38) a RREP MaxSQ=192, REC=25 ; MOY=48 accepted 
6) 154 receive (49) a RREP MaxSQ=362, REC=25 ; MOY=60 accepted 
1) 1 receive (49) a RREP MaxSQ=50, REC=25 ; MOY=50 accepted 
7) 154 receive (84) a RREP MaxSQ=449, REC=43 ; MOY=64 accepted 
1) 74 receive (40) a RREP MaxSQ=87, REC=43 ; MOY=87 accepted 
8) 34 receive (89) a RREP MaxSQ=641, REC=43 ; MOY=80 accepted 
1) 77 receive (51) a RREP MaxSQ=51, REC=25 ; MOY=51 accepted 
2) 77 receive (51) a RREP MaxSQ=102, REC=25 ; MOY=51 accepted 
1) 148 receive (41) a RREP MaxSQ=52, REC=26 ; MOY=52 accepted 
3) 77 receive (51) a RREP MaxSQ=154, REC=26 ; MOY=51 accepted 
8) 154 receive (0) a RREP MaxSQ=501, REC=26 ; MOY=62 accepted 
1) 92 receive (48) a RREP MaxSQ=52, REC=26 ; MOY=52 accepted 
2) 98 receive (40) a RREP MaxSQ=162054, REC=26 ; MOY=81027 accepted 
4) 77 receive (0) a RREP MaxSQ=172156, REC=86001 ; MOY=43039 refused 
2) 148 receive (52) a RREP MaxSQ=104, REC=26 ; MOY=52 accepted 
3) 24 receive (43) a RREP MaxSQ=227, REC=25 ; MOY=75 accepted 
2) 92 receive (52) a RREP MaxSQ=105, REC=26 ; MOY=52 accepted 
3) 98 receive (52) a RREP MaxSQ=162107, REC=26 ; MOY=54035 accepted 
4) 98 receive (53) a RREP MaxSQ=162158, REC=25 ; MOY=40539 accepted 
7) 47 receive (46) a RREP MaxSQ=298, REC=26 ; MOY=42 accepted 
1) 77 receive (52) a RREP MaxSQ=53, REC=26 ; MOY=53 accepted 
4) 120 receive (40) a RREP MaxSQ=185, REC=26 ; MOY=46 accepted 
4) 24 receive (51) a RREP MaxSQ=279, REC=26 ; MOY=69 accepted 
2) 77 receive (53) a RREP MaxSQ=104, REC=25 ; MOY=52 accepted 
5) 98 receive (53) a RREP MaxSQ=162210, REC=26 ; MOY=32442 accepted 
9) 154 receive (87) a RREP MaxSQ=592, REC=45 ; MOY=65 accepted 
10) 154 receive (91) a RREP MaxSQ=682, REC=45 ; MOY=68 accepted 
7) 54 receive (85) a RREP MaxSQ=468, REC=45 ; MOY=66 accepted 
2) 33 receive (33) a RREP MaxSQ=123, REC=45 ; MOY=61 accepted 
1) 4 receive (90) a RREP MaxSQ=91, REC=45 ; MOY=91 accepted 
3) 146 receive (163003) a RREP MaxSQ=509006, REC=86501 ; MOY=169668 accepted 
11) 154 receive (0) a RREP MaxSQ=173684, REC=86501 ; MOY=15789 refused 
8) 47 receive (44) a RREP MaxSQ=345, REC=23 ; MOY=43 accepted 
1) 3 receive (46) a RREP MaxSQ=47, REC=23 ; MOY=47 accepted 
2) 1 receive (89) a RREP MaxSQ=142, REC=46 ; MOY=71 accepted 
5) 103 receive (89) a RREP MaxSQ=356, REC=45 ; MOY=71 accepted 
1) 154 receive (91) a RREP MaxSQ=92, REC=46 ; MOY=92 accepted 
6) 103 receive (91) a RREP MaxSQ=447, REC=45 ; MOY=74 accepted 
4) 81 receive (33) a RREP MaxSQ=204, REC=45 ; MOY=51 accepted 
5) 81 receive (91) a RREP MaxSQ=295, REC=45 ; MOY=59 accepted 
2) 154 receive (92) a RREP MaxSQ=183, REC=45 ; MOY=91 accepted 
3) 154 receive (92) a RREP MaxSQ=274, REC=45 ; MOY=91 accepted 
4) 154 receive (92) a RREP MaxSQ=365, REC=45 ; MOY=91 accepted 
3) 148 receive (0) a RREP MaxSQ=176106, REC=88001 ; MOY=58702 refused 
2) 50 receive (91) a RREP MaxSQ=183, REC=46 ; MOY=91 accepted 
2) 155 receive (0) a RREP MaxSQ=123, REC=46 ; MOY=61 accepted 
6) 81 receive (91) a RREP MaxSQ=388, REC=46 ; MOY=64 accepted 
9) 34 receive (89) a RREP MaxSQ=734, REC=46 ; MOY=81 accepted 
7) 103 receive (91) a RREP MaxSQ=540, REC=46 ; MOY=77 accepted 
1) 4 receive (92) a RREP MaxSQ=93, REC=46 ; MOY=93 accepted 
7) 81 receive (93) a RREP MaxSQ=480, REC=46 ; MOY=68 accepted 
8) 81 receive (44) a RREP MaxSQ=522, REC=21 ; MOY=65 accepted 
2) 74 receive (0) a RREP MaxSQ=137, REC=25 ; MOY=68 accepted 
3) 74 receive (50) a RREP MaxSQ=187, REC=25 ; MOY=62 accepted 
1) 76 receive (50) a RREP MaxSQ=50, REC=25 ; MOY=50 accepted 
4) 40 receive (38) a RREP MaxSQ=161, REC=25 ; MOY=40 accepted 
8) 54 receive (49) a RREP MaxSQ=518, REC=25 ; MOY=64 accepted 
4) 146 receive (169003) a RREP MaxSQ=686008, REC=88501 ; MOY=171502 accepted 
9) 54 receive (50) a RREP MaxSQ=568, REC=25 ; MOY=63 accepted 
2) 76 receive (50) a RREP MaxSQ=100, REC=25 ; MOY=50 accepted 
3) 76 receive (50) a RREP MaxSQ=150, REC=25 ; MOY=50 accepted 
6) 66 receive (124003) a RREP MaxSQ=177193, REC=88501 ; MOY=29532 refused 
